"KEY","EN","BG","ESP"
"STR_BILL_VALIDATOR_BILL_UNJAM","Bill Unjam!","Отпушване!","¡Billete Desatascado!"
"STR_BILL_VALIDATOR_STACKER_OPEN","Stacker open!","Стакера е отворен!","¡Apilador abierto!"
"STR_BILL_VALIDATOR_STACKER_CLOSED","Bill Stacker Closed!","Стакера за банкноти е Затворен!","¡Apilador de Billete Cerrado!"
"STR_BILL_VALIDATOR_STACKER_NOT_FULL","Bill Stacker Not Full!","Стакера за Банкноти не е Пълен!","¡Apilador de Billete No Lleno!"
"STR_BILL_VALIDATOR_BILL_REJECTED","Bill Rejected!","Отхвърлена банкнота!","¡Billete Rechazado!"
"STR_BILL_VALIDATOR_STACKER_FULL","Stacker full!","Стакера е пълен!","¡Apilador lleno!"
"STR_BILL_VALIDATOR_HARDWARE_FAILURE","Bill validator hardware failure!","Проблем в хардуера на банкното-валидатора!","¡Fallo de hardware de validador de billete!"
"STR_BILL_VALIDATOR_COMMUNICATION_ERROR","Bill validator communication error!","Грешка при свързването с банкното- валидатора!","¡Error de comunicación de Validador de Billetes!"
"STR_BILL_VALIDATOR_COMMUNICATION_BLOCKED","Communication with bill validator is blocked. Restart is required!","Комуникацията с банкното-валидатора е блокирана. Изисква се рестартиране!","La comunicación con el validador de billetes está bloqueada. ¡Se necesita reiniciar!"
,,,
"STR_BILL_VALIDATOR_BILL_READING","Bill Reading ...",,
"STR_BILL_VALIDATOR_BILL_RETURNING","Bill Returning ...",,
"STR_BILL_VALIDATOR_PLEASE_GET_NOTE_BACK","Please get note back!",,
"STR_BILL_VALIDATOR_RETURN_NOTE","Return Note",,
"STR_NO_SENSORS_DETECTED","No sensors detected.","Не са открити сензори.","No se han detectado sensores."
,,,
"STR_MAIN_MENU_FOOTER_UP","'%1'-Up","'%1'-Горе","'%1'-Arriba"
"STR_MAIN_MENU_FOOTER_DOWN","'%1'-Down","'%1'-Долу","'%1'-Abajo"
"STR_MAIN_MENU_FOOTER_LEFT","'%1'-Left","'%1'-Ляво","'%1'-Izquierda"
"STR_MAIN_MENU_FOOTER_RIGHT","'%1'-Right","'%1'-Дясно","'%1'-Derecha,"
"STR_MAIN_MENU_FOOTER_BACK","'%1'-Back","'%1'-Назад","'%1'-Volver"
"STR_KEYBOARD_MENU_FOOTER_BACK","'%1' x3 -Back","'%1' x3 -Назад","'%1' x3 -Volver"
"STR_MAIN_MENU_FOOTER_SELECT","'%1'-Select","'%1'-Избери","'%1'-Seleccionar"
"STR_MAIN_MENU_FOOTER_MG_LEFT","'%1'-Prev game","'%1'-Предишна игра","'%1'-Izquierda"
"STR_MAIN_MENU_FOOTER_MG_RIGHT","'%1'-Next game","'%1'-Следваща игра","'%1'-Derecha,"
"STR_MAIN_MENU_FOOTER_FG_LEFT","'%1'-Prev page","'%1'-Предишна страница","'%1'-Izquierda"
"STR_MAIN_MENU_FOOTER_FG_RIGHT","'%1'-Next page","'%1'-Следваща страница","'%1'-Derecha,"
,,,
"STR_SERVICE_FILL_AMOUNT","Service Fill Amount:",,"Importe de Llenado de Servicio:"
,,,
"STR_GAMBLE_ENTERED","Gamble Entered","Влизане в Удвояването","Apuesta Introducida"
"STR_GAMBLE_EXITED","Gamble Exited","Излизане от Удвояването","Apuesta Extraída"
"STR_LOGIN_FROM_PPC","Login from PPC","Влизане от PPC","Login desde PPC"
"STR_COMMUNICATION_ERROR","Communication Error","Комуникационна грешка","Error de Comunicación"
"STR_LOGOUT_FROM_PPC","Logout from PPC","Излизане от PPC","Logout desde PPC"
"STR_GAME_NAME_NUMBER","Game Name %1 | Game Number %2","Име на Игра %1 | Номер на игра %2","Nombre de Juego %1 | Número de Juego %2"
"STR_MAIN","MAIN","ГЛАВЕН","PRINCIPAL"
"STR_SECONDARY","SECONDARY","ВТОРОСТЕПЕНЕН","SECUNDARIO"
"STR_COUNT","count %1","Брой %1","Cuenta %1"
"STR_NACK_ERROR","NACK Error","NACK Грешка","Error NACK"
"STR_WRONG_COMMAND_ERROR","Wrong Command Error","Грешка! Грешна команда","Error de Comando Incorrecto"
"STR_UNKNOWN_COMMAND_ERROR","Unknown Error","Неизвестна грешка","Error Desconocido"
"STR_ATTENDANT","Attendant","Крупие","Asistente"
"STR_CASHIER","Cashier","Касиер","Cajero"
"STR_ADMIN","Admin","Админ","Admin"
"STR_OWNER","Owner","Собственик","Propietario"
"STR_CASHIER_VOUCHER_IN","Cashable Voucher In","Вкарани разплащателни ваучери","Introducción de Vale Reembolsable"
"STR_NONCASH_VOUCHER_IN","Non-cashable Voucher In","Вкарани не разплащателни ваучери","Introducción de Vale No-Reembolsable"
"STR_PROMO_VOUCHER_IN","Promotional Voucher In","Вкарани промоционални ваучери","Introducción de Vale Promocional"
"STR_VOUCHER_REJECTED","Voucher In Rejected","Отхвърлени ваучери","Introducción de Vale Rechazada"
"STR_VALIDATION_DATA","Validation data: %1 Casino name: %2 Expiration %3 Sequence %4","Валидиране на данни: %1","Datos de validación: % 1"
"STR_VALIDATION_SINGLE_ARG_DATA","Validation data: %1","Валидиране на данни: %1","Datos de validación: % 1"
"STR_CASHABLE_VOUCHER_OUT","Cashable Voucher OUT","Изкарани разплащателни ваучери","Salida de Vale Reembolsable"
"STR_NONE_CASHABLE_VOUCHER_OUT","Non-cashable Voucher Out","Изкарани не разплащателни ваучери","Salida de Vale No-Reembolsable"
"STR_HOST_CASHABLE_VOUCHER_OUT","Cashable Host to Voucher Out",,"Salida de Vale Reembolsable de Host"
"STR_NON_HOST_CASHABLE_VOUCHER_OUT","Non-cashable Host to Voucher Out",,"Salida de Vale No-Reembolsable de Host"
"STR_JACKPOT_RECEIPT","Jackpot Receipt","Джакпотна бележка","Recibo de Jackpot"
"STR_CASH_OUT_RECEIPT","Cash out Receipt","Изплащателна бележка","Recibo de Cobro"
"STR_UNKNOWN","UNKNOWN","НЕИЗВЕСТЕН","DESCONOCIDO"
"STR_VOUCHER_OUT_FAILED","Voucher Out failed ","Провален изкаран ваучер","Salida de Vale fallida"
"STR_AFT_TRANSFER_ID","AFT_Transfer Transfer ID = %1",,"AFT_Transfer ID Transferencia = %1"
"STR_EXCEPTION_69","Exception 69","Изключение 69","Excepción 69"
"STR_INHOUSE_IN","InHouse in %1",,"InHouse en %1"
"STR_BONUS_COIN_OUT","Bonus coin out %1","Изкарани бонус монети %1","Bonus en monedas %1"
"STR_BONUS_JACKPOT","Bonus jackpot %1","Джакпот Бонус %1","Bonus jackpot %1"
"STR_INHOUSE_TO_VOUCHER","InHouse to Voucher %1",,"InHouse a Vale%1"
"STR_DEBIT_TO_GM","Debit to GM %1",,"Débito a GM %1"
"STR_DEBIT_TO_VOUCHER","Debit to Voucher %1",,"Débito a Vale %1"
"STR_INHOUSE_OUT_CASHOUT","InHouse out cashout %1",,"InHouse a cobro %1"
"STR_INHOUSE_OUT_WIN","InHouse out win %1",,"InHouse a premio %1"
"STR_UNKNOWN_ARGS","UNKNOWN %1","НЕИЗВЕСТЕН %1","DESCONOCIDO %1"
"STR_HANDPAY_WAS_RESET","Handpay was reset",,"El pago en mano se ha reiniciado"
"STR_HANDPAID_UNKNOWN_TYPE","Hand paid UNKNOWN TYPE",,"Tipo de pago en mano DESCONOCIDO"
"STR_COIN_ALARM","Coin Alarm","Монетна аларма","Alarma de Moneda"
"STR_HOPPER_ERROR","Hopper Error","Грешка в Хопъра","Error de Tolva"
"STR_GROUP_LEVEL","GROUP: %1    LEVEL: %2","ГРУПА: %1 НИВО: %2","GRUPO %1 NIVEL: %2"
"STR_JP_INVALID_GAME_DENOM_PAIR","JP settings wrong for game %1 and denomination %2","Грешна Джакпотна настройка за игра %1 и деноминация %2","Configuración JP incorrecta para juego %1 y denominación %2"
"STR_COUNTS","%1 COINS","МОНЕТИ %1","%1 MONEDAS"
"STR_SELECT_ALL","Select All","Избери всички","Seleccionar todo"
"STR_UNSELECT_ALL","Unselect All",,"Deselecciona todo"
"STR_GENERAL","General","Общо","General"
"STR_EXTERNAL_BONUS","External Bonus","Външен бонус","Bonus Externo"
"STR_CASHLESS_IN","Cashless In","Вкарани пари в машината по електронен път:","Intr. Cashless"
"STR_CASHLESS_OUT","Cashless Out","Изкарани пари от машината по електронен път:","Sacar Cahless"
"STR_CASHOUT","Cashout","Изплащане","Cobrar"
"STR_CREDIT_IN","Credit In","Вкарани кредити","Intr. Crédito"
"STR_HANDPAY","Handpay","Изплащане на ръка","Pago en Mano"
"STR_VOUCHER_IN","Voucher In","Вкарани ваучери","Intr. Vale"
"STR_VOUCHER_OUT","Voucher Out","Изкарани ваучери","Sacar Vale"
"STR_PROGRESSIVE","Progressive","Прогресивен","Progresivo"
"STR_BILL_ACCEPT","Bill Accepted","Приета банкнота","Bill aceptado"
"STR_EXCHANGE_CURRENCY_BILL_ACCEPTED","%1 equals to: %2","%1 се равнява на: %2","%1 => %2"
"STR_EXCHANGE_CURRENCY_RATE_CHANGED","1 %1 equals to: %2 %3","1 %1 се равнява на: %2 %3","1 %1 => %2 %3"
"STR_ID","ID:","ID:","ID:"
"STR_DATE","Date:","Дата:","Fecha:"
"STR_DATA","Data:","Данни:","Datos:"
"STR_UP","Up","Нагоре","Arriba"
"STR_DOWN","Down","Надолу","Abajo"
"STR_LEFT","Left","Наляво","Izquierda"
"STR_RIGHT","Right","Надясно","Derecha"
"STR_RTC_DATE","Date:","Дата:","Fecha:"
"STR_RTC_TIME","Time:","Час:","Hora:"
,,,
"STR_AUTHORIZE","AUTHORIZE","ОТОРИЗАЦИЯ","AUTORIZAR"
"STR_DEAUTHORIZE","DEAUTHORIZE","ДЕОТОРИЗАЦИЯ","DESAUTORIZAR"
"STR_DEAUTHORIZATION_SUCCESS","Successfully Deauthorized!!!","Успешна деоторизация!!!","¡¡¡Desautorizado con Éxito!!!"
"STR_DEAUTHORIZATION_FAIL","Deauthorization FAIL!!!","Провалена деоторизация!!!","¡¡¡FALLO en Desautorización!!!"
"STR_LIFETIME_TOTAL_IN","LIFETIME TOTAL IN:","ОБЩО ВКАРАНИ ПАРИ ОТ ПУСКАНЕ НА МАШИНАТА ","TOTAL INTRODUCIDO DESDE ORIGEN:"
"STR_LIFETIME_TOTAL_OUT","LIFETIME TOTAL OUT:","ОБЩО ИЗКАРАНИ ПАРИ ОТ ПУСКАНЕ НА МАШИНАТА ","TOTAL EXTRAÍDO DESDE ORIGEN:"
"STR_AUTO_PLAYED_GAMES","Auto played games:",,
"STR_SET_RANDOM_SEED","Set random seed:",,
"STR_USB_KEY","usb key:",,
"STR_BASE_CODE","Base code:%1",,
,,,
"STR_STATUS","Status:","Статус:","Estado:"
"STR_SASLOGS","SAS Progressive","SAS Прогресивен","SAS Progresivo"
"STR_PPCLOGS","PPC Jackpots","PPC Джакпоти","Jackpots PPC"
"STR_ROULLETTE_1_LOGS","Roulette 1","Рулетка 1","Ruleta 1"
"STR_ROULLETTE_2_LOGS","Roulette 2","Рулетка 2","Ruleta 2"
"STR_ROULLETTE_3_LOGS","Roulette 3","Рулетка 3","Ruleta 3"
"STR_SAS_VOUCHER_IN","Voucher in:","Вкарани ваучери:","Introducir vale:"
"STR_SAS_VOUCHER_OUT","Voucher out:","Изкарани ваучери","Sacar vale:"
"STR_SAS_LEGACY_BONUSING","Legacy Bonusing:",,"Bonificación Legacy:"
"STR_SAS_AFT","AFT:","AFT:","AFT:"
"STR_SAS_HANDPAY_VALIDATION","Handpay Validation:","Валидация на плащане на ръка:","Validación de Pago en Mano:"
"STR_SAS_DATA_FORMAT","Voucher Date Format:","Формат за датата на ваучера:","Formato de Fecha de Vale:"
"STR_SAS_VALIDATION","Cashout Validation:","Валидация:","Validación:"
"STR_SAS_HANDPAY_RECEIPT","Handpay Receipt:","Изплатена на ръка бележка:","Recibo de Pago en Mano:"
"STR_SAS_NONCASHABLE_CREDITS","Playable Only Voucher Out:","Изкарани Ваучери само за игра:","Salida de Vale Solo Jugable:"
"STR_SAS_CREDITS_IN","Playable Only Voucher In:","Вкарани Ваучери само за игра:","Entrada de Vale Solo Jugable:"
"STR_SAS_REMOTE_HANDPAY_RESET","Remote Handpay Reset:","Отдалечено рестартиране на ръчното плащане:","Reinicio Remoto de Pago en Mano:"
"STR_SAS_ENABLE_DISABLE_MACHINE_GAMES","Enable/Disable Machine/Games from SAS Host:","Включване/Изключване Машина/Игри от SAS:","Activar/Desactivar Máquina/Juegos de Host SAS:"
"STR_SAS_CHANNEL_1","Channel 1","Канал 1","Canal 1"
"STR_SAS_CHANNEL_2","Channel 2","Канал 2","Canal 2"
"STR_SAS_BOTH_CHANNELS","Both","И двете","Ambos"
"STR_NO_VALIDATION","No Validation","Няма валидация","Sin Validación"
"STR_SYSTEM","System","Система","Sistema"
"STR_STANDARD","Standard","Стандарт","Estándar"
"STR_ENHANCED","Enhanced","Повишен","Mejorado"
"STR_DATE_DAY_FIRST","DD/MM/YYYY","ДД/ММ/ГГГГ","DD/MM/YYYY"
"STR_DATE_MONTH_FIRST","MM/DD/YYYY","ДД/ММ/ГГГГ","MM/DD/YYYY"
,,,
"STR_SAS_HEADER_CHANNEL_1","CHANNEL 1","КАНАЛ 1","CANAL 1"
"STR_SAS_HEADER_CHANNEL_2","CHANNEL 2","КАНАЛ 2","CANAL 2"
"STR_SAS_ADDRESS","Address:","Адрес:","Dirección:"
"STR_SAS_GAME_PLAY_EXCEPTIONS","Game Play Exceptions:","Изключения за игри:","Excepciones de Juego:"
"STR_SAS_HANDPAY_REPORTING","Handpay Reporting:","Отчитане за плащането на ръка:","Reporte de Pago en Mano:"
"STR_SAS_RESEND_HANDPAY_REPORTING","Resend Handpay Reporting:","Отчитане за повторно плащането на ръка:","Reporte de Pago en Mano:"
"STR_SAS_LINK_DOWN_ALLOW_GAME_PLAY","Link Down Allow Game Play:","Връзката е прекъсната разреши игра:","El Enlace Inf. Permite el Juego:"
"STR_VOUCHER_LOCATION","Location:","Локация:","Ubicación:"
"STR_VOUCHER_ADDRESS_1","Address 1:","Адрес 1:","Dirección 1:"
"STR_VOUCHER_ADDRESS_2","Address 2:","Адрес 2:","Dirección 2:"
"STR_VOUCHER_EXPIRATION","Expiration:","Краен срок:","Vencimiento:"
"STR_VOUCHER_PLAYABLE_ONLY_EXPIRATION","Playable Only Voucher Expiration:","Ваучерите само за игра изтичат:","Vencimiento de Vale Solo Jugable:"
"STR_VOUCHER_CURRENCY_UNIT","Currency Name:","Име на валутата:","Nombre de Divisa:"
"STR_VOUCHER_CURRENCY_SUBUNIT","Currency Subunit (1/100) Name:","Име на Валутна подединица (1/100):","Nombre de Subunidad (1/100) de Divisa:"
"STR_VOUCHER_CURRENCY_CODE","Currency Prefix:","Префикс на валута:","Prefijo de Divisa:"
"STR_VOUCHER_BARCODE_TYPE","Gaming voucher type:","Видове ваучери за игри:","Tipo de Vale de juego:"
"STR_VOUCHER_BARCODE_FIRMWARE","Firmware","Фърмуер","Firmware"
,,,
"STR_HOST_CONTROLLED","Host Controlled",,"Host Controlado"
"STR_SOFT","Soft","Меко","Blando"
"STR_HARD","Hard","Твърдо","Duro"
,,,
"STR_PARTIAL_TRANSFER","Partial Transfer:","Частичен Трансфер:","Transferencia Parcial:"
"STR_BONUS_TRANSFER","Bonus Transfer:","Бонус Трансфер:","Transferencia de Bonus:"
"STR_TRANSFER_TO_GAMING_MACHINE","Transfer to Gaming Machine:","Трансфер към игралната машина:","Transferencia a Máquina de Juego:"
"STR_TRANSFER_FROM_GAMING_MACHINE","Transfer from Gaming Machine:","Трансфер от игралната машина:","Transferencia desde Máquina de Juego:"
"STR_HOST_TO_TICKET_TRANSFER","Host to Ticket Transfer:",,"Transferencia de Host a Ticket:"
"STR_DEBIT_TRANSFER","Debit Transfer:","Дебитен трансфер:","Transferencia de Débito:"
"STR_CASH_OUT_TO_HOST_CONTROL","Cash Out to Host Control:","Изплащане до хост контрол:","Control del Cobro a Host:"
