"KEY","EN","BG","ESP","PT"
"STR_SEPARATOR_SPACE","Space","Интервал","Espacio","Espaço"
"STR_SEPARATOR_COMMA","Comma","Запетая","Coma","Vírgula"
"STR_SEPARATOR_DOT","Dot","Точка","Punto","Ponto"
"STR_CONFIRM","Are you sure?","Сигурен ли сте?","¿Está seguro?","Tem certeza?"
"STR_MIN","Min","Минимален","Min","Mín."
"STR_MAX","Max","Максимален","Max","Máx."
,,,
"STR_RESTART","Restart","Рестарт","Restart","Reiniciar"
"STR_RESTART_COMMON_TEXT","Press OK to restart the machine","Натиснете ОК за да рестартирате машината","Pulse OK para reiniciar la máquina","Aperte OK para reiniciar a máquina"
"STR_CONFIRM_TITLE","Confirm","Потвърдете","Confirmar","Confirmar"
"STR_EXIT_SF_CONFIRMATION_TEXT","Do you want to exit?","Искате ли да излезете?","¿quieres irte?","Deseja sair?"
,,,
"STR_PARAM_GREATER_THAN","greater than","по – голям от","mayor que","maior que"
"STR_PARAM_LESS_THAN","less than","по-малко от","menor que","menor que"
"STR_PARAM_EQUAL_TO","equal to","равно на","igual a","igual a"
,,,
"STR_GREEN","GREEN","ЗЕЛЕН","VERDE","VERDE"
"STR_RED","RED","ЧЕРВЕН","ROJO","VERMELHO"
"STR_YELLOW","YELLOW","ЖЪЛТ","AMARILLO","AMARELO"
"STR_BLUE","BLUE","СИН","AZUL","AZUL"
"STR_BLACK","BLACK","ЧЕРЕН","NEGRO","PRETO"
"STR_PURPLE","PURPLE","ЛИЛАВО","MORADO","ROXO"
,,,
"STR_BONUS_AUTO_START_3_SEC","3 seconds","3 секунди","3 segundos","3 segundos"
"STR_BONUS_AUTO_START_5_SEC","5 seconds","5 секунди","5 segundos","5 segundos"
"STR_BONUS_AUTO_START_20_SEC","20 seconds","20 секунди","20 segundos","20 segundos"
"STR_BONUS_AUTO_START_60_SEC","60 seconds","60 секунди","60 segundos","60 segundos"
"STR_BONUS_AUTO_START_120_SEC","120 seconds","120 секунди","120 segundos","120 segundos"
,,,
"STR_LAST_100_GAMES","100 games","100 игри","100 juegos","100 jogos"
"STR_LAST_200_GAMES","200 games","200 игри","200 juegos","200 jogos"
"STR_LAST_300_GAMES","300 games","300 игри","300 juegos","300 jogos"
"STR_LAST_400_GAMES","400 games","400 игри","400 juegos","400 jogos"
"STR_LAST_500_GAMES","500 games","500 игри","500 juegos","500 jogos"
,,,
"STR_DAYS","days","дни","días","dias"
,,,
"STR_ROULETTE_lAST_N_GAMES","Show statistics for: ","Показвай статистика за: ","Mostrar estadísticas para:","Mostrar estatísticas para:"
,,,
"STR_ROULETTE_REPORT_GAME_START_ON_CYCLE_END","Report game start on cycle end:","","Reportar inicio de juego a fin de ciclo:","Informar o início do jogo no final do ciclo:"
,,,
"STR_HOPPER_PAY_1_COIN","Press Button B1 to pay 1 coin.","Натиснете Бутон B1 да изплати една 1 монета.","Pulse el botón B1 para pagar 1 moneda.","Aperte o botão B1 para pagar 1 moeda."
"STR_HOPPER_PAY_10_COIN","Press Button B2 to pay 10 coins.","Натиснете Бутон B1 да изплати една 10 монети.","Pulse el botón B2 para pagar 10 monedas.","Aperte o botão B2 para pagar 10 moedas."
"STR_HOPPER_BUTTON_EMPTY","Press Button B3 in order to empty hopper.","Натиснете Бутон B3 за да изпразните хопъра.","Pulse el botón B3 para vaciar la tolva.","Aperte o Botão B3 para esvaziar a cesta."
"STR_HOPPER_NUMBER_OF_COINS","Number of coins paid: ","Брой изплатени монети:","Número de monedas pagadas:","Número de moedas pagas:"
"STR_HOPPER_NOT_SWITCHED_TO_DIAGNOSTIC_MODE","Hopper could not be switched to diagnostic mode!","Хопърът не може да бъде превключен в диагностичен режим!","¡No se ha podido cambiar la tolva a modo diagnóstico!","Não foi possível mudar a Cesta para o modo de diagnóstico!"
"STR_HOPPER_NOT_SWITCHED_TO_NON_DIAGNOSTIC_MODE","Hopper could not be switched to nondiagnostic mode!","Хопърът не може да бъде превключен в недиагностичен режим!","¡No se ha podido cambiar la tolva a modo de no-diagnóstico!","Não foi possível mudar a Cesta para o modo sem diagnóstico!"
"STR_HOPPER_COULD_NOT_START_PAYMENT","Error. Could not start payment.","Грешка. Плащането не можа да започне.","Error. No se pudo iniciar el pago.","Erro. Não foi possível iniciar o pagamento."
"STR_HOPPER_COIN_OUT_TILT_ERROR","Coin Out Tilt Error!",,"¡Error de Inclinación Salida de Moneda!","Erro de Inclinação da Saída de Moeda!"
"STR_HOPPER_COIN_OUT_UNJAM_EVENT","Coin Out Unjam Event!",,"¡Evento de Desatranque en Salida de Moneda!","Evento de Desatolamento da Saída de Moeda!"
"STR_HOPPER_FULL_ERROR","Hopper Full Error!","Грешка! Хопъра е пълен.","¡Error de Tolva Llena!","Erro de Cesta Cheia!"
"STR_HOPPER_NOT_FULL_ERROR","Hopper Not Full!","Хопърът не е пълен!","¡Tolva No Llena!","Cesta Não Está Cheia!"
"STR_HOPPER_EMPTY","Hopper Empty!","Хопърът е празен!","¡Tolva Vacía!","Cesta Vazia!"
"STR_HOPPER_GENERAL_ERROR","General Hopper Error!","Главна грешка в Хопъра!","¡Error General de Tolva!","Erro Geral da Cesta!"
"STR_HOPPER_EXTRA_COIN_PAID_ERROR","Extra Coin Paid Error!","Грешка при изплащане на допълнителна монета!","¡Error de Moneda Extra Pagada!","Erro de Pagamento de Moeda Adicional!"
"STR_HOPPER_WRONG_COIN_JAM_ERROR","Wrong Coin Jam Error (Coin Out Tilt)!",,"¡Error de Atasco de Moneda Incorrecta (Inclinación de Salida de Moneda)!","Erro de Atolamento de Moeda Errada (Inclinação da Saída de Moeda)!"
"STR_HOPPER_STOPPED_ERROR","Hopper Stopped Error!","Грешка! Хопъра е спрял!","¡Error de Tolva Detenida!","Erro de Cesta Parada!"
"STR_HOPPER_WRONG_UNPROCESSED_EVENT_ERROR","Wrong Unprocessed Event Error!",,"¡Error de Evento Incorrecto No Procesado!","Erro de Evento Não Processado Errado!"
"STR_HOPPER_FATAL_ERROR_PAYOUT_REQUEST","FATAL ERROR. Payout request while payout in progress.","ФАТАЛНА ГРЕШКА. Заявка за изплащане докато е в процес друго изплащане.","ERROR FALTA. Pago solicitado durante pago en proceso.","ERRO FATAL. Solicitação de pagamento enquanto o pagamento está em andamento."
"STR_HOPPER_EXTRA_COIN_ERROR","Extra coin paid error!","Грешка при изплащане на допълнителна монета!","¡Error de Moneda extra pagada!","Erro de pagamento de moeda adicional!"
"STR_HOPPER_COULD_NOT_GET_HOPPER_LEVEL","Error. Could not get hopper level.","Грешка. Не може да се вземе нивото на Хопъра","Error. No se pudo obtener el nivel de la tolva.","Erro. Não foi possível obter o nível da Cesta."
"STR_HOPPER_IS_FULL","Hopper Full. Could Not Set Divertor To Hopper.",,"Tolva Llena. No Se Pudo Ajustar el Desviador a la Tolva.","Cesta Cheia. Não Foi Possível Configurar o Desviador para a Cesta."
"STR_HOPPER_COULD_NOT_SET_DIVERTOR_TO_HOPPER","Error. Could Not Set Divertor To Hopper.",,"Error. No Se Pudo Ajustar el Desviador a la Tolva.","Erro. Não Foi Possível Configurar o Desviador para a Cesta."
"STR_HOPPER_COULD_NOT_SET_DIVERTOR_TO_DROPBOX","Error. Could Not Set Divertor To Drop Box.",,"Error. No Se Pudo Ajustar el Desviador a Caja de Caída.","Erro. Não Foi Possível Configurar o Desviador para a Caixa de Queda."
,,,
"STR_COIN_ACCEPTOR_ENABLED","Coin Acceptor Test Enabled","Теста на апарата за монети е Включен","Test de Admisor de Moneda Activado","Teste do Aceitante de Moedas Ativado"
"STR_COIN_ACCEPTOR_DISABLED","Coin Acceptor Test Disabled","Теста на апарата за монети е Изключен","Test de Admisor de Moneda Desactivado","Teste do Aceitante de Moedas Desativado"
"STR_COIN_ACCEPTOR_DIVERTOR_TO_HOPPER","Divertor Set to Hopper",,"Desviador Ajustado a la Tolva","Desviador Definido para a Cesta"
"STR_COIN_ACCEPTOR_DIVERTOR_TO_DROP","Divertor Set to Drop",,"Desviador Ajustado a Caída","Desviador Definido para Queda"
"STR_COIN_ACCEPTOR_NOT_SWITCHED_TO_DIAGNOSTIC_MODE","Coin acceptor could not be switched to diagnostic mode!","Апарата за монети не може да се превключи в диагностичен режим!","¡No se ha podido cambiar el admisor de moneda a modo diagnóstico!","O aceitante de moedas não pôde ser colocado no modo de diagnóstico!"
"STR_COIN_ACCEPTOR_NOT_SWITCHED_TO_NON_DIAGNOSTIC_MODE","Coin acceptor could not be switched to nondiagnostic mode!","Апарата за монети не може да превключи към не диагностициращ режим!","¡No se ha podido cambiar el admisor de moneda a modo de no-diagnóstico!","O aceitante de moedas não pôde ser colocado no modo sem diagnóstico!"
"STR_COIN_ACCEPTOR_STUCK_COIN_ERROR","Coin stuck error","Грешка! Заседнала монета","Error de moneda atascada","Erro de moeda presa"
"STR_COIN_ACCEPTOR_WRONG_COIN_ERROR","Wrong coin in error","Грешка! Неправилна монета","Error de moneda introducida incorrecta","Erro de entrada de moeda incorreta"
"STR_COIN_ACCEPTOR_UNSTUCK_COIN","Coin Unstuck!","Монетата се разхлаби!","¡Moneda Desatascada!","Moeda Desprendida!"
"STR_COIN_ACCEPTOR_IN_TILT_COIN_ERROR","Coin in tilt error!",,"¡Error de inclinación en entrada de moneda!","Erro de Inclinação da Entrada de Moeda!"
"STR_COIN_ACCEPTOR_DISCONNECTED","Coin acceptor disconnected!","Приемането на монети е прекъснато!","¡Admisor de moneda desconectado!","Aceitante de Moedas desconectado!"
"STR_COIN_ACCEPTOR_CONNECTED","Coin acceptor connected!","Приемането на монети е възстановено!","¡Admisor de moneda conectado!","Aceitante de moedas conectado!"
"STR_COIN_ACCEPTOR_DIVERTOR_MALFUNCTION","Divertor malfunction error!","Грешка! Повреда в превключвателя!","¡Error de mal funcionamiento de desviador!","Erro de mau funcionamento do desviador!"
"STR_COIN_ACCEPTOR_DIVERTOR_ACTUATED","Divertor actuated!","Превключвателя проработи!","¡Desviador accionado!","Desviador acionado!"
"STR_COIN_ACCEPTOR_HOPPER_IS_FULL","WARNING: Hopper Full. Divertor Set To Drop Box Automatically.","ВНИМАНИЕ: Хопърът е пълен. Превключвателя ще изкара кутията автоматично.","PELIGRO: Tolva Llena. Desviador Ajustado Automáticamente a Caja de Caída.","ATENÇÃO: Cesta Cheia. Desviador Definido para Caixa de Queda Automaticamente."
"STR_COIN_ACCEPTOR_NUMBER_OF_COINS","Number of coins accepted: ","Брой на приетите монети:","Número de monedas aceptadas:","Número de moedas aceitas:"
"STR_COIN_ACCEPTOR_TOTAL_AMOUNT","Total amount accepted: ","Total amount accepted: ","Importe total aceptado:","Valor total aceito:"
,,,
"STR_PRINTER_INFO_TEST","Printer Test","Тест на Принтера","Test de Impresora","Teste de Impressora"
"STR_PRINTER_TICKET_PRESS_BUTTON","Print void voucher","Отпечатай невалиден билет","Imprimir comprobante anulado","Imprimir cupom anulado"
"STR_PRINTER_VOID_TICKET","Printing void ticket...","Отпечатване на невалиден билет ...","Imprimiendo ticket nulo...","Imprimindo bilhete anulado..."
"STR_PRINTER_VOID_TICKET_PRINTED","Void ticket printed.","Отпечата се празен билет.","Ticket nulo impreso.","Bilhete anulado impresso."
"STR_VALIDATION_NUMBER_PRINTED_SUCCESSFULLY","Validation number printed successfully.","Коректно отпечатан валидационен код.","Número de validación impreso con éxito.","Número de validação impresso com sucesso."
"STR_PRINTER_TEST_FAILED","Test Failed!","Тестът не бе успешен!","¡Test fallado!","Falha no Teste!"
"STR_PRINTER_NOT_SWITCHED_TO_DIAGNOSTIC_MODE","Printer could not be switched to diagnostic mode!","Принтерът не може да бъде превключен в диагностичен режим!","¡No se ha podido cambiar la impresora a modo diagnóstico!","Não foi possível mudar a impressora para o modo de diagnóstico!"
"STR_PRINTER_NOT_SWITCHED_TO_NON_DIAGNOSTIC_MODE","Printer could not be switched to nondiagnostic mode!","Принтерът не може да бъде превключен в не диагностичен режим!","¡No se ha podido cambiar la impresora a modo de no-diagnóstico!","Não foi possível mudar a impressora para o modo sem diagnóstico!"
"STR_PRINTER_PAPER_LOW","Printer paper low!","Недостатъчна хартия в принтера!","¡Papel de impresora bajo!","O nível de papel da impressora está baixo!"
"STR_PRINTER_PAPER_NOT_LOW","Printer paper not low!","Налична е хартия в принтера!","¡Papel de impresora no bajo!","O nível de papel da impressora não está baixo!"
"STR_PRINTER_OUT_OF_PAPER","Printer out of paper error!","Грешка в принтера свързана с хартията!","¡Error de impresora sin papel!","Erro de impressora sem papel!"
"STR_PRINTER_PAPER_INSERTED","Printer paper inserted!","Поставена е хартия в принтера!","¡Papel de impresora insertado!","Papel de impressora inserido!"
"STR_PRINTER_CARRIAGE_JAM_ERROR","Printer carriage jam error!","Грешка с касетата на принтера!","¡Error de atasco en vagón de impresora!","Erro de atolamento no carro de impressão!"
"STR_PRINTER_CARRIAGE_UNJAM_ERROR","Printer carriage unjam!","Касетата на принтера е оправена!","¡Vagón de impresora desatascado!","Carro de impressão desatolado!"
"STR_PRINTER_COMMUNICATION_ERROR","Printer communication error!","Грешка с комуникацията на принтера!","¡Error de comunicación de impresora!","Erro de comunicação com a impressora!"
"STR_PRINTER_COMMUNICATION_RESUMED","Printer communication resumed!","Комуникацията с принтера е възстановена!","¡Comunicación de impresora restablecida!","Comunicação restabelecida com a impressora!"
"STR_PRINTER_INTERNAL_ERROR","Printer internal error!","Грешка в хардуера на принтера!","¡Error interno de impresora!","Erro interno da impressora!"
"STR_PRINTER_INTERNAL_ERROR_FIXED","Printer internal error handled!","Грешка в хардуера на принтера е отстранена!","¡Error interno de impresora solucionado!","Erro interno da impressora resolvido!"
"STR_OLD_STATUS","Old status:","Предишен статус:","Аntiguo estado:","Situação antiga:"
"STR_PRINTER_STATUS_NONE","None","N/A","Ninguno","Nada"
"STR_PRINTER_STATUS_INITIAL","Initial","Начален","Inicial","Inicial"
"STR_PRINTER_STATUS_WAITING","Waiting","Изчакване","Esperando","Aguardando"
"STR_PRINTER_STATUS_READY","Ready","Готов","Listo","Pronta"
"STR_PRINTER_STATUS_ERROR","Error!","Грешка!","Error!","Erro!"
,,,
"STR_BILL_VALIDATOR_NOT_SWITCHED_TO_DIAGNOSTIC_MODE","Bill validator could not be switched to diagnostic mode!","Банкното-Валидатора не може да бъде превключена в диагностичен режим!","¡No se ha podido cambiar el validador de billete a modo diagnóstico!","O validador de notas não pôde ser colocado no modo de diagnóstico!"
"STR_BILL_VALIDATOR_NOT_SWITCHED_TO_NON_DIAGNOSTIC_MODE","Bill validator could not be switched to nondiagnostic mode!","Банкното-Валидатора не може да бъде превключена в режим без диагностика!","¡No se ha podido cambiar el validador de billete a modo de no-diagnóstico!","O validador de notas não pôde ser colocado no modo sem diagnóstico!"
"STR_BILL_VALIDATOR_NOT_ESTABLISH_CONNECTION","Could not establish a connection with bill validator!","Не можа да се установи връзка с банкното-валидатора!","¡No se ha podido establecer una conexión con el validador de billete!","Não foi possível estabelecer conexão com o validador de notas!"
"STR_BILL_VALIDATOR_WAITING_RESPONSE","Waiting for Bill Validator Response. Please wait...","  Изчакване на отговор от банкното-валидатора. Моля изчакайте …","Esperando Respuesta del Validador de Billete. Por favor,"Esperando Respuesta del Validador de Billete. Por favor, espere...","Aguardando Resposta do Validador de Notas. Favor aguardar..."
